Qualtrics_ID,Stimulus_ID
F_2h65cMXA2aQ60fQ,horror_00002.mp4
F_29IZN4LQ6MKgLzg,horror_00003.mp4
F_a00L19JEuySsfK6,horror_00004.mp4
F_1KRn4DWXCnqYUL4,horror_00005.mp4
F_0x0BF9MJgRIgJq6,horror_00006.mp4
F_9TSq1yWP9Jr6yoK,horror_00007.mp4
F_b4yN23EI5uGe0ei,horror_00008.mp4
F_bxAamziRU8P83I2,horror_00009.mp4
F_6gUanGzCfwZgHyK,horror_00010.mp4
F_0Dsfz7QqX12TKL4,joy_00001.mp4
F_bm6OKH5H9LnyvuC,joy_00002.mp4
F_02gwuZlp4Y1sLhs,joy_00003.mp4
F_bDBpAnsefnNGGsm,joy_00004.mp4
F_eo3IrfeQcK7iLGu,joy_00005.mp4
F_aate3h7q3UC4s2W,joy_00006.mp4
F_0x43aa0f7VvzMLc,joy_00007.mov
F_6JTvdJJ5Lj7bjAG,joy_00008.mp4
F_8uLtl2TjjWY51iK,joy_00009.mp4
F_1U4znB6wZiAhq4e,joy_00010.mp4
F_dnWCaj3D9q17QZU,neutral_00001.m4v
F_cAWS6MMgE2G2xue,neutral_00002.m4v
F_3jxM9AlkH85F5dA,neutral_00003.mp4
F_8J2W9EMbOl3vy8m,neutral_00004.mp4
F_bkeTRGzTFHi3EWi,neutral_00005.mp4
F_cSiGlJEI2JS14fY,neutral_00006.mp4
F_bNrNs9rhFzm0J70,neutral_00007.mp4
F_dnUYqddo5kSA0lg,neutral_00008.mp4
F_39SJj6FQ9GXyNjE,neutral_00009.mp4
F_eJbD6xb66ozMAuy,neutral_00010.mp4
F_3aBdpSuhoiTtVqK,romance_00001.mp4
F_37CiBmetXLpRYAS,romance_00002.mp4
F_8BTetELcm93Th4i,romance_00003.mp4
F_1Aj3ljgeUwFf3gy,romance_00004.mp4
F_daNaEc9H6PLDBhs,romance_00005.mp4
F_0DmO6PdMscxSPPw,romance_00006.mp4
F_cOykSwzCWBjwijQ,romance_00007.mp4
F_8kXyfxCOOCrT6dM,romance_00008.mp4
F_4OOVHjUopQzVvam,romance_00009.mp4
F_4Nm0iTURAlWmJro,romance_00010.mp4
F_cu6tJsANkRL0e8K,sadness_00001.mp4
F_ahqNQHt0qmIqixM,sadness_00002.mp4
F_er4doV7wBlZa28e,sadness_00003.mp4
F_0HAUwRd8cJweubk,sadness_00004.mp4
F_ai2QYlBWS6VFHee,sadness_00005.mp4
F_86MjKaD5fvVNCSi,sadness_00006.mp4
F_6tHKkvThsg8PAtE,sadness_00007.mp4
F_4Pyupfb8DrRYc0C,sadness_00008.mp4
F_cx55xusxFr7Oivs,sadness_00009.mp4
F_2sMp0b0WueG8GTc,sadness_00010.mp4
F_1IgvGn9fSi4D5KC,surprise_00001.m4v
F_2n8apbpfAGcIltI,surprise_00002.mp4
F_0MMbovZJGNeTPq6,surprise_00003.mp4
F_8oaE9q7a3iH1iQu,surprise_00004.mp4
F_cJj5UC7Iufd3bM2,surprise_00005.mp4
F_b1SyvGaScQPNw22,surprise_00006.mp4
F_1LBtxSu2AvvsH1c,surprise_00007.mp4
F_7PoiPtTa5LyF87s,surprise_00008.mp4
F_067dAGHJajfol4a,surprise_00009.mp4
F_3wSkYD8GeDISDk2,surprise_00010.mp4
